Wall time,Step,Value
1703498484.614421,2000,0.0
1703498576.4298832,4000,0.0
1703498668.6543152,6000,0.0
1703498761.282868,8000,0.0
1703498853.3720958,10000,0.0
1703498946.3574004,12000,0.0
1703499040.0625355,14000,0.0
1703499133.1714885,16000,0.0
1703499227.073768,18000,0.0
1703499321.7484736,20000,0.0
1703499416.145353,22000,0.0
1703499511.0177143,24000,0.0
1703499606.2731287,26000,0.0
1703499700.3530967,28000,0.0
1703499795.78394,30000,0.0
1703499890.865528,32000,0.0
1703499985.8204865,34000,0.0
1703500081.406653,36000,0.0
1703500176.4982672,38000,0.0
1703500271.114115,40000,0.0
1703500366.0174546,42000,0.0
1703500461.427796,44000,0.0
1703500555.7213326,46000,0.0
1703500650.6724386,48000,0.0
1703500746.188988,50000,0.0
1703500841.6238282,52000,0.0
1703500938.0012944,54000,0.0
1703501033.926763,56000,0.0
1703501130.0573914,58000,0.0
1703501227.3256617,60000,0.0
1703501324.6940863,62000,0.0
1703501422.2268736,64000,0.0
1703501518.7035108,66000,0.0
1703501616.6438203,68000,0.0
1703501714.966723,70000,0.0
1703501811.7887912,72000,0.0
1703501908.8195994,74000,0.0
1703502006.6857045,76000,0.0
1703502105.4598784,78000,0.0
1703502203.867844,80000,0.0
1703502303.2293108,82000,0.0
1703502404.1631868,84000,0.0
1703502504.2011802,86000,0.0
1703502602.5033228,88000,0.0
1703502701.5766478,90000,0.0
1703502801.4189146,92000,0.0
1703502905.1411777,94000,0.0
1703503081.1869414,96000,0.0
1703503183.3340242,98000,0.0
1703503282.347719,100000,0.0
1703503381.0440881,102000,0.0
1703503479.778389,104000,0.0
1703503578.4578028,106000,0.0
1703503677.233537,108000,1.0
1703503775.974651,110000,0.0
1703503873.597741,112000,0.0
1703503971.3291602,114000,0.0
1703504069.2062163,116000,1.0
1703504167.3437247,118000,1.0
1703504265.811393,120000,0.0
1703504364.585745,122000,0.0
1703504463.0146701,124000,0.0
1703504561.4210925,126000,1.0
1703504659.9113986,128000,1.0
1703504757.314499,130000,1.0
1703504854.766926,132000,1.0
1703504953.332521,134000,1.0
1703505050.626207,136000,1.0
1703505149.311362,138000,1.0
1703505247.0211298,140000,1.0
1703505345.0051422,142000,1.0
1703505442.64493,144000,1.0
1703505540.362948,146000,1.0
1703505638.3882697,148000,1.0
1703505735.6740158,150000,1.0
1703505833.95296,152000,1.0
1703505933.1349094,154000,1.0
1703506030.8003287,156000,1.0
1703506129.4611437,158000,1.0
1703506227.6166754,160000,1.0
1703506325.9631994,162000,1.0
1703506424.0723858,164000,1.0
1703506522.6843896,166000,1.0
1703506621.2060978,168000,1.0
1703506719.5572405,170000,1.0
1703506817.5281484,172000,1.0
1703506916.0862417,174000,1.0
1703507014.3702788,176000,1.0
1703507112.7684019,178000,1.0
1703507211.6307304,180000,1.0
1703507310.3556173,182000,1.0
1703507408.6084054,184000,1.0
1703507507.4766045,186000,1.0
1703507606.6664295,188000,1.0
1703507704.75213,190000,1.0
1703507803.3077846,192000,1.0
1703507902.066987,194000,1.0
1703508001.2879198,196000,1.0
1703508100.069326,198000,1.0
1703508199.7586617,200000,1.0
1703508299.2073896,202000,1.0
1703508398.1660426,204000,1.0
1703508497.5466433,206000,0.0
1703508597.1471267,208000,1.0
1703508696.5432336,210000,1.0
1703508795.0935519,212000,1.0
1703508893.5696213,214000,1.0
1703508991.8427377,216000,1.0
1703509091.5579417,218000,1.0
1703509191.4277315,220000,1.0
1703509291.3649876,222000,1.0
1703509390.3493538,224000,1.0
1703509490.386095,226000,1.0
1703509588.820943,228000,1.0
1703509687.3725073,230000,1.0
1703509786.5302632,232000,1.0
1703509885.9823077,234000,1.0
1703509985.7134407,236000,1.0
1703510084.5221467,238000,1.0
1703510183.72753,240000,1.0
1703510283.8459466,242000,1.0
1703510383.495584,244000,1.0
1703510482.154999,246000,1.0
1703510580.8264766,248000,1.0
1703510680.5111544,250000,1.0
1703510780.153147,252000,1.0
1703510879.3828738,254000,1.0
1703510979.5740383,256000,1.0
1703511079.347321,258000,1.0
1703511179.2897074,260000,1.0
1703511278.2467608,262000,1.0
1703511378.396329,264000,1.0
1703511477.1852868,266000,1.0
1703511577.2030602,268000,1.0
1703511676.2064443,270000,1.0
1703511774.8647652,272000,1.0
1703511874.4927053,274000,1.0
1703511974.307847,276000,1.0
1703512074.487207,278000,1.0
1703512174.7578008,280000,1.0
1703512275.1683671,282000,1.0
1703512375.7299833,284000,1.0
1703512476.1713004,286000,1.0
1703512576.0958247,288000,1.0
1703512676.1028695,290000,1.0
1703512776.7548442,292000,1.0
1703512877.0135586,294000,1.0
1703512976.6936362,296000,1.0
1703513076.9771957,298000,0.8999999761581421
1703513176.9396963,300000,1.0
1703513275.4106529,302000,1.0
1703513374.569821,304000,1.0
1703513474.4185176,306000,1.0
1703513573.7969198,308000,1.0
1703513673.5971866,310000,1.0
1703513772.0123672,312000,1.0
1703513870.9263673,314000,1.0
1703513970.76797,316000,1.0
1703514070.6009173,318000,0.8999999761581421
1703514170.4218419,320000,1.0
1703514269.8868601,322000,1.0
1703514369.460968,324000,1.0
1703514468.5020409,326000,1.0
1703514568.5069072,328000,1.0
1703514667.5412035,330000,1.0
1703514767.5636916,332000,1.0
1703514867.739401,334000,1.0
1703514967.9207325,336000,1.0
1703515068.8922033,338000,1.0
1703515169.5654154,340000,1.0
1703515270.3239768,342000,1.0
1703515370.7064996,344000,1.0
1703515471.0530417,346000,1.0
1703515571.3370802,348000,1.0
1703515671.4784646,350000,1.0
1703515772.4515183,352000,1.0
1703515872.1343129,354000,1.0
1703515971.3484004,356000,1.0
1703516071.7224133,358000,1.0
1703516171.358334,360000,1.0
1703516272.3013382,362000,1.0
1703516373.0312967,364000,1.0
1703516472.9124694,366000,1.0
1703516573.7544954,368000,1.0
1703516674.4090295,370000,1.0
1703516775.4768574,372000,1.0
1703516875.05803,374000,1.0
1703516975.543126,376000,1.0
1703517076.0754743,378000,1.0
1703517176.4114704,380000,1.0
1703517275.672225,382000,1.0
1703517376.6297188,384000,1.0
1703517476.6506038,386000,1.0
1703517577.460598,388000,1.0
1703517678.1089146,390000,1.0
1703517779.340445,392000,1.0
1703517879.7554326,394000,1.0
1703517979.9763591,396000,1.0
1703518079.7885637,398000,1.0
1703518180.6990712,400000,1.0
1703518282.1231587,402000,1.0
1703518382.774879,404000,1.0
1703518483.150318,406000,1.0
1703518584.713447,408000,1.0
1703518684.7229643,410000,1.0
1703518785.1592956,412000,1.0
1703518886.0225875,414000,1.0
1703518987.1938734,416000,1.0
1703519087.865316,418000,1.0
1703519188.471981,420000,1.0
1703519287.914857,422000,1.0
1703519388.3313117,424000,1.0
1703519488.2155714,426000,1.0
1703519588.260041,428000,1.0
1703519689.3323102,430000,1.0
1703519790.3105698,432000,1.0
1703519890.5397472,434000,1.0
1703519990.8114488,436000,1.0
1703520091.7507052,438000,1.0
1703520192.78716,440000,1.0
1703520293.6839218,442000,1.0
1703520394.9864798,444000,1.0
1703520496.2239468,446000,1.0
1703520597.625931,448000,1.0
1703520697.8919573,450000,1.0
1703520799.1290324,452000,1.0
1703520900.1832864,454000,1.0
1703521000.9323566,456000,1.0
1703521100.459549,458000,1.0
1703521201.3711224,460000,1.0
1703521302.247525,462000,1.0
1703521403.505315,464000,1.0
1703521504.8521726,466000,1.0
1703521605.648472,468000,1.0
1703521706.752403,470000,1.0
1703521808.4310827,472000,1.0
1703521909.8656201,474000,1.0
1703522011.253546,476000,1.0
1703522112.6268091,478000,1.0
1703522212.730832,480000,1.0
1703522313.956317,482000,1.0
1703522414.611307,484000,1.0
1703522515.9844716,486000,1.0
1703522616.0450864,488000,1.0
1703522717.0896182,490000,1.0
1703522818.218148,492000,1.0
1703522919.5146492,494000,1.0
1703523020.996554,496000,1.0
1703523120.7885432,498000,1.0
1703523222.1719944,500000,1.0
1703523322.8269274,502000,1.0
1703523424.1365726,504000,1.0
1703523524.5121698,506000,1.0
1703523626.4184296,508000,1.0
1703523728.0547907,510000,1.0
1703523829.4917514,512000,1.0
1703523930.185973,514000,1.0
1703524031.865502,516000,1.0
1703524133.0008569,518000,1.0
1703524234.604372,520000,1.0
1703524336.633944,522000,1.0
1703524438.1989918,524000,1.0
1703524539.08645,526000,1.0
1703524640.5322278,528000,1.0
1703524742.2007487,530000,1.0
1703524843.7845745,532000,1.0
1703524945.8392577,534000,1.0
1703525047.4333842,536000,1.0
1703525149.4304945,538000,1.0
1703525250.1199143,540000,1.0
1703525351.5694134,542000,1.0
1703525452.581878,544000,1.0
1703525553.398547,546000,1.0
1703525654.621636,548000,1.0
1703525755.3302548,550000,1.0
1703525855.9186883,552000,1.0
1703525956.4590452,554000,1.0
1703526058.4761503,556000,1.0
1703526160.1285954,558000,1.0
1703526261.9667568,560000,1.0
1703526362.4633243,562000,1.0
1703526464.0381587,564000,1.0
1703526564.8424196,566000,1.0
1703526666.3026295,568000,1.0
1703526768.2907643,570000,1.0
1703526870.1781218,572000,1.0
1703526971.6119192,574000,1.0
1703527072.0803466,576000,1.0
1703527173.7856226,578000,1.0
1703527275.2029545,580000,1.0
1703527377.1074405,582000,1.0
1703527478.5615826,584000,1.0
1703527580.6307871,586000,1.0
1703527682.5190678,588000,1.0
1703527784.2917068,590000,1.0
1703527885.2964363,592000,1.0
1703527986.280758,594000,1.0
1703528087.765032,596000,1.0
1703528190.1150625,598000,1.0
1703528292.0396304,600000,1.0
1703528394.2585955,602000,1.0
1703528496.5574882,604000,1.0
1703528597.9830976,606000,1.0
1703528698.9902265,608000,1.0
1703528801.6715274,610000,1.0
1703528903.4782481,612000,1.0
1703529005.8058023,614000,1.0
1703529108.697038,616000,1.0
1703529210.2511926,618000,1.0
1703529312.287131,620000,1.0
1703529414.7388244,622000,1.0
1703529517.250195,624000,1.0
1703529618.1870444,626000,1.0
1703529719.9037447,628000,1.0
1703529822.9615633,630000,1.0
1703529925.1244984,632000,1.0
1703530029.255798,634000,1.0
1703530131.2395964,636000,1.0
1703530235.747609,638000,1.0
1703530339.7785153,640000,1.0
1703530450.3097644,642000,1.0
1703530557.8120117,644000,1.0
1703530665.4273667,646000,1.0
1703530774.1234517,648000,1.0
1703530883.0175862,650000,1.0
1703530993.274622,652000,1.0
1703531134.0757978,654000,1.0
1703531258.1456013,656000,1.0
1703531446.6720476,658000,1.0
1703531604.9646602,660000,1.0
1703532047.0326457,662000,1.0
1703532715.7815027,664000,1.0
1703533425.3638403,666000,1.0
1703533577.1385093,668000,1.0
1703533849.9462383,670000,1.0
1703534546.427925,672000,1.0
1703535999.8952591,674000,1.0
1703537709.4002771,676000,1.0
1703537811.322443,678000,1.0
1703537911.7532158,680000,1.0
1703538012.483106,682000,1.0
1703538113.933755,684000,1.0
1703538215.167375,686000,1.0
1703538317.9229772,688000,1.0
1703538419.4272695,690000,1.0
1703538520.6527326,692000,1.0
1703538622.818215,694000,1.0
1703538724.053574,696000,1.0
1703538825.4771256,698000,1.0
1703538927.949248,700000,1.0
1703539029.3480377,702000,1.0
1703539130.7870166,704000,1.0
1703539232.0653567,706000,1.0
1703539333.2173367,708000,1.0
1703539435.8022118,710000,1.0
1703539538.761292,712000,1.0
1703539640.5954409,714000,1.0
1703539743.124632,716000,1.0
1703539844.5029142,718000,1.0
1703539946.0256882,720000,1.0
1703540047.3715835,722000,1.0
1703540149.4904244,724000,1.0
1703540251.346944,726000,1.0
1703540352.3963223,728000,1.0
1703540454.6967697,730000,1.0
1703540556.1799953,732000,1.0
1703540658.0536656,734000,1.0
1703540760.081831,736000,1.0
1703540862.563649,738000,1.0
1703540964.58129,740000,1.0
1703541066.5364451,742000,1.0
1703541168.264424,744000,1.0
1703541270.139447,746000,1.0
1703541372.97138,748000,1.0
1703541474.0096211,750000,1.0
1703541576.6052473,752000,1.0
1703541678.8612823,754000,1.0
1703541781.687098,756000,1.0
1703541885.1016972,758000,1.0
1703541988.2292938,760000,1.0
1703542091.1929965,762000,1.0
1703542193.626621,764000,1.0
1703542296.663446,766000,1.0
1703542399.4464238,768000,1.0
1703542501.4571226,770000,1.0
1703542603.619419,772000,1.0
1703542706.6649346,774000,1.0
1703542808.4118772,776000,1.0
1703542910.349769,778000,1.0
1703543013.2940533,780000,1.0
1703543114.8105495,782000,1.0
1703543216.9303186,784000,1.0
1703543319.1678433,786000,1.0
1703543422.2289474,788000,1.0
1703543524.4931147,790000,1.0
1703543626.29326,792000,1.0
